Location,Address,Resolved Address,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow Depth,Wind Speed,Wind Gust,Cloud Cover,Relative Humidity
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-07-01,28.1,19.1,22.9,,27.1,,,29.5,,,46.03
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-07-02,29.1,17.7,23.1,,27.4,,,20.5,,,33.62
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-07-03,29.1,18.9,22.8,,27.4,,,33.5,,,39.62
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-07-04,29.1,19.1,23.6,,27.4,,,25.9,,,34.25
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-07-05,28.4,18.1,21.3,,26.9,,,33.5,,,48.05
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-07-06,28.1,16.9,21.5,,26.8,,,22.3,,,47.2
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-07-07,29.1,16.1,21.5,,27.5,2,,24.1,,,54.13
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-07-08,28.1,16.1,20.4,,26.9,8.9,,33.5,,,60.24
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-07-09,25.1,16.1,19.7,,,1,,22.3,,,62.45
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-07-10,24.1,16.9,19.6,,,3,,20.5,,,62.39
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-07-11,28.1,16.1,20.9,,26.8,,,22.3,,,53.7
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-07-12,27.6,16.9,21.2,,26.4,21.1,,25.9,,,53.8
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-07-13,29.1,16.7,22.3,,27.4,,,24.1,,,40.81
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-07-14,30.1,17.1,21.8,,28.3,5.1,,35.3,,,51.64
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-07-15,29.1,14.4,22.3,,27.4,1,,24.1,,,44.08
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-07-16,29.4,16.9,23.2,,27.7,,,25.9,,,43.57
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-07-17,28.1,17.1,21.3,,26.7,,,27.7,,,49.43
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-07-18,27.1,17.1,21,,26.3,,,22.3,,,48.19
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-07-19,28.1,16.6,22.6,,26.8,,,37.1,,,41.24
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-07-20,22.7,22.1,22.3,,,,,18.4,,,49.8
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-07-21,28.6,18.4,23.8,,27,,,37.1,,,31.04
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-07-22,29.1,16.4,23.3,,27.4,,,22.3,,,29.31
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-07-23,29.9,16.4,24,,28,,,27.7,,,25.62
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-07-24,30.1,17.9,24.4,,28.2,,,31.3,,,26.59
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-07-25,29.7,16.4,24,,27.9,,,27.7,,,19.74
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-07-26,28.1,20.1,24,,26.9,0.5,,40.7,,,33.61
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-07-27,28.1,16.4,22.4,,27.1,2.5,,31.3,,,44.44
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-07-28,29.1,18.1,24.1,,27.7,,,25.9,,,39.1
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-07-29,29.2,16.1,22.1,,27.8,,,24.1,,,55.56
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-07-30,28.7,15.1,20.9,,27.5,1,,25.9,,,68.78
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-07-31,29.1,15.1,22.2,,27.5,1,,31.3,,,54.28
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-08-01,28.1,18.4,22.1,,26.9,,,37.1,,,45.17
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-08-02,27.1,17.1,21.2,,26.5,,,25.9,,,54.52
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-08-03,30.1,15.1,21.2,,28.3,,,14.8,,,55.58
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-08-04,26.1,14.1,20.3,,,,,40.7,,,65.12
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-08-05,27.9,17.2,21.3,,26.9,2,,31.3,,,60.45
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-08-06,29.1,15.7,21.2,,27.4,,,20.5,,,57.54
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-08-07,29.1,15.4,22.1,,27.5,,,22.3,,,49.11
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-08-08,28.1,16.7,21.1,,26.9,,,33.5,,,54.92
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-08-09,28.1,15.7,21.2,,26.8,,,27.7,,,51.7
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-08-10,28.4,16.1,21.8,,26.9,,,31.3,,,41.44
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-08-11,29.1,16.1,22.4,,27.4,,,33.5,,,36.07
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-08-12,29.1,16.7,23.2,,27.4,,,24.1,,,33.96
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-08-13,28.1,15.9,21.3,,26.9,,,18.4,,,45.65
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-08-14,32.1,15.1,22.5,,29.8,0.5,,25.9,,,49.92
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-08-15,25.1,15.2,20.5,,,6.1,,29.5,,,58.36
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-08-16,27.1,15.1,20.7,,26.5,,,25.9,,,59.79
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-08-17,30.1,15.1,22.6,,28.2,,,26.3,,,44.32
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-08-18,30.1,15.2,23,,28.2,,,29.5,,,42.81
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-08-19,29.7,18.1,22.8,,28.4,,,29.5,,,46.72
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-08-20,29.1,16.1,22.2,,27.5,,,40.7,,,42.39
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-08-21,28.4,16.1,22.5,,26.9,,,27.7,,,39.79
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-08-22,28.2,16.1,22.6,,26.8,,,20.5,,,34.43
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-08-23,29.1,18.4,23.3,,27.4,,,18.4,,,36.06
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-08-24,28.2,14.9,22.5,,26.8,,,29.5,,,37.47
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-08-25,28.1,19.1,22.8,,26.9,,,37.1,,,36.08
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-08-26,28.1,16.7,23.4,,26.8,,,27.7,,,27.06
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-08-27,27.1,15.2,21,,26.5,2,,27.7,,,58.31
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-08-28,26.9,16.1,21,,25.9,0.3,,18.4,,,39.95
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-08-29,29.1,17.6,24.6,,27.6,,,33.5,,,29.88
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-08-30,28.1,18.1,23.9,,26.7,,,33.5,,,25.05
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-08-31,29.9,16.9,23.9,,28,,,24.1,,,22.28
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-09-01,29.2,16.7,23.8,,27.5,,,27.7,,,24.98
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-09-02,29.1,17.6,23.4,,27.5,,,33.5,,,26.31
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-09-03,30.1,15.4,23.6,,28.2,,,29.5,,,26.1
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-09-04,29.1,17.2,23.7,,27.4,,,24.1,,,22.59
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-09-05,30.1,16.9,24.6,,28.2,,,25.9,,,25.04
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-09-06,30.1,16.6,23.7,,28.2,,,27.7,,,40.32
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-09-07,30.1,16.7,23.5,,28.2,,,63,,,37.21
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-09-08,28.1,18.1,21.8,,26.8,,,27.7,,,34.44
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-09-09,29.1,13.9,21.8,,27.4,,,16.6,,,34.62
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-09-10,29.1,15.1,22.4,,27.5,,,14.8,,,36.28
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-09-11,28.1,16.4,23,,26.7,,,22.3,,,33.5
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-09-12,26.1,20.9,23,,,,,24.1,,,33.16
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-09-13,27.7,16.4,22.2,,26.4,,,25.9,,,27.91
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-09-14,27.4,16.1,22.5,,26.2,,,92.5,,,23.82
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-09-15,26.1,14.9,21.5,,,,,25.9,,,29.57
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-09-16,27.2,14.1,21.3,,26,,,22.3,,,21.43
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-09-17,28.1,14.1,21.4,,26.7,,,22.3,,,19.69
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-09-18,27.1,13.1,21.2,,25.9,,,25.9,,,19.19
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-09-19,27.4,17.7,22.2,,26.1,,,25.9,,,16.14
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-09-20,26.7,14.1,20.9,,,,,18.4,,,19.13
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-09-21,28.1,13.4,21.4,,26.7,,,27.7,,,19.22
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-09-22,26.9,13.7,20.7,,25.8,,,18.4,,,21.06
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-09-23,26.4,13.1,20.5,,,,,31.3,,,18.13
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-09-24,27.1,11.7,20.5,,25.9,,,22.3,,,16.36
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-09-25,27.1,11.2,20.5,,25.9,,,22.3,,,17.71
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-09-26,27.1,11.6,19.8,,,,,22.3,,,17.55
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-09-27,26.2,12.1,19.6,,,,,22.3,,,16.13
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-09-28,24.7,10.2,18.8,,,,,24.1,,,18.7
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-09-29,25.4,13.9,19.8,,,,,22.3,,,21.23
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-09-30,26.1,10.1,19.3,,,,,20.5,,,18.59
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-10-01,26.2,9.6,19,9.1,,,,24.1,,,17.58
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-10-02,26.1,11.7,19,,,,,22.3,,,24.45
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-10-03,25.1,9.7,18.3,9.2,,,,22.3,,,18.55
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-10-04,24.2,9.4,17.7,8.4,,,,25.9,,,17.33
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-10-05,25.1,9.9,18.3,9.5,,,,25.9,,,20.01
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-10-06,24.1,10.9,18.8,,,,,22.3,,,24.07
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-10-07,24.6,11.1,18.2,,,,,16.6,,,27.3
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-10-08,25.1,8.7,17.7,8.1,,,,22.3,,,16.81
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-10-09,24.1,8.4,16.9,7.8,,,,25.9,,,14.42
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-10-10,24.2,8.9,18.1,8.3,,,,25.9,,,22.15
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-10-11,24.1,10.1,18,,,,,24.1,,,25.58
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-10-12,22.2,9.7,17.5,,,,,25.9,,,23.7
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-10-13,23.1,8.7,16.5,8.1,,,,25.9,,,30.15
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-10-14,24.1,9.1,17.1,8.6,,,,16.6,,,32.79
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-10-15,25.1,11.1,18.4,,,,,20.5,,,42.71
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-10-16,25.1,12.7,19.1,,,0.5,,24.1,,,43.86
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-10-17,24.1,10.7,17.9,,,,,22.3,,,30.24
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-10-18,23.1,7.7,16.4,6.4,,,,24.1,,,22.72
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-10-19,23.4,8.7,16.5,8.1,,,,18.4,,,24.66
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-10-20,24.1,8.6,16.3,8,,,,25.9,,,22.54
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-10-21,24.1,7.7,16.1,7,,,,22.3,,,21.73
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-10-22,23.2,7.4,15.9,6,,,,18.4,,,27.05
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-10-23,22.4,7.1,15.4,8.6,,,,24.1,,,25.57
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-10-24,11.2,8.1,9.1,6.9,,,,7.6,,,28.92
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-10-25,,,10,,,,,,,,
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-10-26,18.1,18.1,18.1,,,,,11.2,,,31.9
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-10-27,9.1,9.1,9.1,,,,,,,,42.77
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-10-28,23.1,6.7,15.7,5.8,,,,20.5,,,22.08
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-10-29,24.4,7.4,16.1,6,,,,20.5,,,21.74
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-10-30,23.4,7.7,15.9,6.4,,,,20.5,,,25.37
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-10-31,23.1,9.6,16.3,,,,,24.1,,,28.04
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-11-01,20.1,7.1,14.1,,,,,25.9,,,31.21
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-11-02,19.7,6.1,13.4,,,,,20.5,,,34.43
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-11-03,21.1,6.7,13.8,6.8,,,,22.3,,,41.37
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-11-04,22.1,6.7,14.4,5.7,,,,22.3,,,29.26
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-11-05,23.1,7.9,15.1,8.6,,,,29.5,,,32.17
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-11-06,22.1,9.9,15.8,9.5,,,,18.4,,,45.81
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-11-07,23.1,8.1,15.9,7.4,,,,20.5,,,51.37
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-11-08,22.1,9.2,15.7,8.7,,,,38.9,,,49.12
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-11-09,24.1,9.1,16.3,,,,,14.8,,,40.87
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-11-10,24.1,9.1,16.2,8,,,,18.4,,,30.43
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-11-11,24.1,7.1,15.9,,,,,18.4,,,26.94
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-11-12,23.4,7.4,15.7,,,,,24.1,,,25.45
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-11-13,23.7,6.6,15.4,5.1,,,,22.3,,,26.11
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-11-14,23.6,4.2,13.8,2.3,,,,24.1,,,20.39
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-11-15,22.2,3.9,13.5,2.2,,,,22.3,,,19.09
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-11-16,21.4,4.4,12.7,3.2,,,,22.3,,,24.62
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-11-17,21.7,4.7,13,3.3,,,,20.5,,,30.68
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-11-18,22.1,4.1,13.4,5.1,,,,14.8,,,30.84
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-11-19,22.1,6.1,14.2,4.5,,,,22.3,,,26.17
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-11-20,22.1,5.2,14.2,5.1,,,,22.3,,,27.92
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-11-21,22.7,6.4,14.5,7.3,,,,20.5,,,41.97
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-11-22,23.2,7.9,15.5,7.4,,,,24.1,,,38.85
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-11-23,23.1,6.7,15.4,5.8,,,,18.4,,,34.89
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-11-24,23.1,7.1,15.3,5.7,,,,25.9,,,31.42
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-11-25,23.7,6.9,14.8,8,,,,20.5,,,36.56
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-11-26,23.1,6.6,14.5,5.7,,,,20.5,,,38.4
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-11-27,22.1,7.1,15.1,5.7,,,,18.4,,,34.51
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-11-28,20.7,6.1,13.3,5.1,,,,14.8,,,39.26
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-11-29,22.1,4.7,13.1,4,,,,20.5,,,41.54
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-11-30,23.1,4.6,13.3,4,,,,25.9,,,35.32
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-12-01,23.4,4.1,13.4,4,,,,18.4,,,28.04
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-12-02,25.1,5.1,13.8,2.9,,,,14.8,,,24.18
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-12-03,24.2,5.7,14.9,4.7,,,,24.1,,,21.68
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-12-04,21.7,4.7,13.8,3.5,,,,22.3,,,25.99
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-12-05,23.7,4.9,13.5,4.1,,,,24.1,,,30.76
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-12-06,22.9,5.1,13.6,3.3,,,,24.1,,,32.3
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-12-07,23.9,5.7,14.3,3.6,,,,20.5,,,37.8
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-12-08,24.1,5.7,14.1,4.7,,,,25.9,,,35.64
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-12-09,23.4,5.1,13.9,4,,,,20.5,,,26.89
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-12-10,23.4,5.1,14.5,3.3,,,,22.3,,,28.96
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-12-11,24.1,5.4,14.5,4.5,,,,20.5,,,33.11
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-12-12,22.1,5.6,13.5,6.2,,,,20.5,,,33.42
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-12-13,23.2,4.9,14,5.8,,,,22.3,,,33.41
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-12-14,23.1,5.7,13.8,6.3,,,,27.7,,,33.03
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-12-15,22.1,4.6,12.9,5.1,,,,18.4,,,27.31
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-12-16,20.4,4.1,11.7,2.9,,,,20.5,,,22.02
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-12-17,21.4,1.1,11.2,1.7,,,,22.3,,,20.38
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-12-18,22.1,0.9,11,3.3,,,,22.3,,,22.5
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-12-19,24.4,1.2,12.3,0.6,,,,22.3,,,29.87
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-12-20,24.1,3.2,13.3,2.9,,,,22.3,,,29.64
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-12-21,23.2,5.1,13.9,4,,,,24.1,,,32.23
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-12-22,22.1,6.1,14.2,5.1,,,,14.8,,,40.76
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-12-23,21.4,5.6,13.5,5.1,,,,18.4,,,36.97
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-12-24,22.1,5.1,13.5,8.6,,,,25.9,,,42.55
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-12-25,22.1,5.7,14.1,8.6,,,,24.1,,,46.2
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-12-26,21.4,6.9,14.2,5.7,,,,25.9,,,39.94
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-12-27,19.1,4.6,11.8,,,,,20.5,,,42.22
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-12-28,19.7,3.1,11.1,1.7,,,,20.5,,,41.89
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-12-29,23.1,2.2,12.2,1,,,,27.7,,,37.79
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-12-30,24.1,4.1,13.4,2.2,,,,20.5,,,27.37
data1,"صنعاء, اليمن","صنعاء, اليمن",2007-12-31,23.7,4.9,13.8,6.4,,,,27.7,,,22.93
